place,magnitude,time,latitude,longitude,depth
"18 km NW of Ninilchik, Alaska",1.3,2015-09-04 15:44:29.634,60.1811,-151.8784,72.9
"74 km NW of Yakutat, Alaska",1.2,2015-09-04 15:43:28.994,59.965,-140.7529,2.9
"74 km NW of Yakutat, Alaska",1.2,2015-09-04 15:37:04.942,59.9695,-140.7622,6.0
"42 km W of Skwentna, Alaska",1.5,2015-09-04 15:35:48.857,62.0282,-152.2118,110.0
"63 km W of Happy Valley, Alaska",1.4,2015-09-04 15:31:02.772,60.0164,-152.862,93.7
"55 km SSW of Atka, Alaska",1.4,2015-09-04 15:20:14.168,51.7761,-174.6259,35.4
"8km NW of Morongo Valley, CA",0.71,2015-09-04 15:19:49.300,34.1035,-116.6336667,4.98
western Indian-Antarctic Ridge,4.4,2015-09-04 15:18:34.920,-50.7472,114.7758,10.0
"8 km W of Cobb, California",0.82,2015-09-04 15:18:11.010,38.8166656,-122.8206635,2.599
"4km NNW of Lake Henshaw, CA",1.13,2015-09-04 15:16:50.580,33.2731667,-116.7798333,10.11
"7 km WSW of Cobb, California",0.32,2015-09-04 15:00:04.620,38.806,-122.8016667,0.586
"39 km NNW of Indian Springs, Nevada",0.4,2015-09-04 14:58:01.801,36.8796,-115.8812,2.9
"6km NNE of Banning, CA",1.1,2015-09-04 14:40:38.980,33.9705,-116.8498333,17.54
"110 km SSW of Atka, Alaska",2.1,2015-09-04 14:32:53.442,51.2838,-174.844,39.9
"108 km SSW of Atka, Alaska",1.7,2015-09-04 14:29:22.303,51.3088,-174.8395,9.8
"63 km SE of King Salmon, Alaska",2.2,2015-09-04 14:18:27.975,58.2519,-155.9702,138.4
"92 km WSW of Adak, Alaska",1.1,2015-09-04 14:15:49.356,51.6556,-177.9194,1.7
"59 km S of Glacier View, Alaska",1.2,2015-09-04 14:12:15.354,61.2761,-147.6204,0.0
"28 km E of Honaunau-Napoopoo, Hawaii",0.53,2015-09-04 14:10:45.220,19.4855,-155.5908333,-0.65
"5 km NW of Parkfield, California",0.14,2015-09-04 14:07:25.890,35.9266667,-120.4786667,3.781
"113 km SSW of Atka, Alaska",3.9,2015-09-04 14:04:53.200,51.248,-174.803,25.6
"104 km SSW of Atka, Alaska",1.5,2015-09-04 13:57:31.023,51.3515,-174.8659,7.8
"24 km WSW of Salamatof, Alaska",1.3,2015-09-04 13:56:11.593,60.506,-151.7055,76.3
"15 km NNW of Sutcliffe, Nevada",0.1,2015-09-04 13:54:55.571,40.0796,-119.6773,15.0
"113 km SSW of Atka, Alaska",1.6,2015-09-04 13:53:50.125,51.2464,-174.7948,23.2
"3 km S of Cobb, California",1.53,2015-09-04 13:50:15.710,38.7926667,-122.7211667,1.76
"108 km SSW of Atka, Alaska",4.0,2015-09-04 13:49:12.640,51.2916,-174.7763,27.61
"116 km SSW of Atka, Alaska",2.4,2015-09-04 13:41:12.493,51.2176,-174.8085,25.5
"109 km SSW of Atka, Alaska",2.9,2015-09-04 13:38:30.000,51.2943,-174.8494,18.0
"27 km W of Petersville, Alaska",1.3,2015-09-04 13:37:08.742,62.5437,-151.2812,91.4
"97 km SSW of Atka, Alaska",4.5,2015-09-04 13:35:37.920,51.4273,-174.893,41.15
"28 km WSW of Adak, Alaska",2.1,2015-09-04 13:33:02.916,51.8015,-177.0271,65.7
"9 km WNW of Cobb, California",0.0,2015-09-04 13:31:10.350,38.8395,-122.8256667,1.344
"105 km SSW of Atka, Alaska",2.4,2015-09-04 13:29:47.572,51.339,-174.8416,11.3
"Andreanof Islands, Aleutian Islands, Alaska",2.0,2015-09-04 13:28:43.911,51.3428,-174.8218,30.4
"8 km WNW of Cobb, California",0.18,2015-09-04 13:24:17.080,38.838501,-122.8238297,1.685
"4 km SSW of Cobb, California",0.31,2015-09-04 13:19:06.500,38.7806667,-122.7343333,0.849
"14 km NW of Mina, Nevada",1.2,2015-09-04 13:19:03.082,38.4786,-118.2257,2.9
"57 km SW of Tatitlek, Alaska",1.5,2015-09-04 13:18:36.497,60.5068,-147.4401,9.9
"106 km SSW of Atka, Alaska",2.0,2015-09-04 13:15:14.609,51.3325,-174.8524,24.4
"11 km WNW of Cobb, California",0.43,2015-09-04 13:12:08.070,38.8533325,-122.8468323,5.999
"2 km NNE of Huntsville, Utah",0.65,2015-09-04 13:11:21.340,41.2841667,-111.761,11.91
"37 km NNW of Beatty, Nevada",0.6,2015-09-04 13:05:02.405,37.1934,-116.9846,9.7
"108 km SSW of Atka, Alaska",2.5,2015-09-04 13:01:54.990,51.313,-174.854,12.7
"57 km SE of West Yellowstone, Montana",0.93,2015-09-04 13:00:55.000,44.3125,-110.5628333,7.38
"117 km SSW of Atka, Alaska",2.9,2015-09-04 12:56:11.280,51.213,-174.802,29.7
"112 km SSW of Atka, Alaska",2.2,2015-09-04 12:54:14.746,51.2716,-174.8551,10.5
"24km N of Kernville, CA",2.42,2015-09-04 12:53:07.850,35.9645,-118.4565,9.23
"24km N of Kernville, CA",1.29,2015-09-04 12:52:35.540,35.9671667,-118.4506667,8.11
"24km N of Kernville, CA",1.42,2015-09-04 12:52:07.740,35.9695,-118.4506667,0.96
"3 km W of Cobb, California",0.56,2015-09-04 12:50:08.250,38.8235016,-122.7666702,1.547
"12km W of Anza, CA",0.75,2015-09-04 12:49:53.400,33.5735,-116.8011667,4.9
"102 km SSW of Atka, Alaska",4.7,2015-09-04 12:48:53.180,51.359,-174.8311,18.9
"15 km SSW of Hawthorne, Nevada",1.6,2015-09-04 12:43:31.035,38.406,-118.7183,14.4
"91 km SSW of Atka, Alaska",5.0,2015-09-04 12:42:05.730,51.5022,-174.9162,44.23
"7 km ENE of Black Point-Green Point, California",1.28,2015-09-04 12:37:37.650,38.149,-122.441,11.708
"113 km SSW of Atka, Alaska",2.5,2015-09-04 12:35:19.200,51.245,-174.795,21.2
"115 km SSW of Atka, Alaska",2.2,2015-09-04 12:34:26.699,51.2307,-174.8125,25.6
"48 km SSW of Ivanof Bay, Alaska",2.0,2015-09-04 12:28:39.039,55.489,-159.7134,61.3
"4km NNW of Lake Henshaw, CA",1.22,2015-09-04 12:28:26.380,33.2728333,-116.7805,10.16
"109 km SSW of Atka, Alaska",2.9,2015-09-04 12:26:19.910,51.304,-174.866,24.7
"38 km NE of Yellow Pine, Idaho",2.11,2015-09-04 12:24:32.560,45.1743333,-115.0993333,4.92
"97 km SSW of Atka, Alaska",4.9,2015-09-04 12:24:23.650,51.4362,-174.9088,43.22
"107 km SSW of Atka, Alaska",2.6,2015-09-04 12:22:13.000,51.3155,-174.8442,10.7
"112 km SSW of Atka, Alaska",4.0,2015-09-04 12:21:13.000,51.2474,-174.7711,27.4
"98 km SSW of Atka, Alaska",4.7,2015-09-04 12:15:43.470,51.4022,-174.8326,39.7
"5 km WSW of Hunter, Oklahoma",2.5,2015-09-04 12:13:56.200,36.5438,-97.7114,6.131
"58 km SE of West Yellowstone, Montana",1.43,2015-09-04 11:55:37.590,44.3225,-110.5403333,4.22
"57 km SE of West Yellowstone, Montana",1.49,2015-09-04 11:55:26.790,44.3181667,-110.5586667,6.12
"33 km SE of Denali National Park, Alaska",0.9,2015-09-04 11:54:08.257,63.2925,-151.3433,6.8
"24km N of Kernville, CA",1.64,2015-09-04 11:51:56.450,35.9656667,-118.4525,8.426
"12km W of Anza, CA",0.68,2015-09-04 11:51:18.250,33.5748333,-116.801,4.74
"21 km S of Jurm, Afghanistan",4.4,2015-09-04 11:49:54.650,36.675,70.8277,82.34
"59 km SSE of Manokwari, Indonesia",3.6,2015-09-04 11:47:56.150,-1.3232,134.3395,10.0
"47 km WSW of Nikolski, Alaska",1.6,2015-09-04 11:41:35.566,52.757,-169.498,7.6
"42 km E of Fort Bidwell, California",1.6,2015-09-04 11:38:46.683,41.8597,-119.6356,9.7
"7 km W of Cobb, California",0.56,2015-09-04 11:24:45.750,38.8269997,-122.8044968,2.006
"69 km SE of Denali National Park, Alaska",2.1,2015-09-04 11:19:24.661,63.1248,-150.686,114.0
"6km N of Beaumont, CA",0.93,2015-09-04 11:15:24.720,33.9818333,-116.9695,18.99
"13 km E of Ashford, Washington",0.34,2015-09-04 11:09:10.040,46.7756667,-121.8575,9.57
"44 km SE of Denali National Park, Alaska",1.5,2015-09-04 11:07:49.427,63.22,-151.1933,2.7
"39 km NW of Akhiok, Alaska",1.6,2015-09-04 11:07:43.358,57.1535,-154.688,51.2
"13 km NNW of Petersville, Alaska",1.1,2015-09-04 11:01:44.786,62.6085,-150.8507,10.1
"5 km ESE of Freeport, Kansas",2.2,2015-09-04 10:57:41.110,37.1773333,-97.7951667,5.4
"7 km W of Cobb, California",0.43,2015-09-04 10:55:36.620,38.8354988,-122.810997,1.649
"159 km S of Sofifi, Indonesia",4.5,2015-09-04 10:48:30.920,-0.7023,127.5068,119.18
"9km NW of Garnet, CA",0.79,2015-09-04 10:47:31.060,33.9551667,-116.6198333,13.36
"24 km E of Honaunau-Napoopoo, Hawaii",0.68,2015-09-04 10:39:44.340,19.4158333,-155.6315,0.216
"16 km SE of Hatch, Utah",1.48,2015-09-04 10:36:36.840,37.5325,-112.3186667,3.26
Carlsberg Ridge,4.8,2015-09-04 10:35:08.280,5.9542,61.3252,10.0
"10 km N of Stagecoach, Nevada",0.7,2015-09-04 10:32:40.295,39.466,-119.3596,7.0
"57 km SE of West Yellowstone, Montana",0.54,2015-09-04 10:26:34.520,44.319,-110.5683333,6.65
"81 km N of Atka, Alaska",1.8,2015-09-04 10:26:27.367,52.9182,-174.3603,115.0
"2 km WSW of San Juan Bautista, California",0.27,2015-09-04 10:13:59.930,36.841,-121.5603333,3.676
"72 km N of Petersville, Alaska",1.3,2015-09-04 10:13:44.731,63.1417,-150.5251,103.9
"57 km SE of West Yellowstone, Montana",1.24,2015-09-04 10:13:37.670,44.3198333,-110.5553333,6.26
"71 km WSW of Adak, Alaska",1.0,2015-09-04 10:13:35.740,51.5422,-177.5184,32.9
"24km N of Kernville, CA",1.5,2015-09-04 10:08:37.660,35.9673333,-118.4558333,8.47
"24km N of Kernville, CA",1.56,2015-09-04 10:08:31.620,35.964,-118.4573333,11.6
"31 km SSW of Covenant Life, Alaska",1.1,2015-09-04 10:06:18.100,59.1516,-136.2205,11.1
"58 km SE of West Yellowstone, Montana",1.41,2015-09-04 09:25:07.770,44.3181667,-110.555,6.27
"48 km E of Pedro Bay, Alaska",2.5,2015-09-04 09:24:11.520,59.8662,-153.2613,121.8
"137 km SE of Atka, Alaska",2.0,2015-09-04 09:22:37.042,51.3112,-172.8113,11.3
"56 km SE of West Yellowstone, Montana",0.27,2015-09-04 09:21:31.010,44.3191667,-110.5716667,8.01
"58 km SE of West Yellowstone, Montana",0.46,2015-09-04 09:18:50.900,44.3183333,-110.5508333,6.03
"57 km SE of West Yellowstone, Montana",0.94,2015-09-04 09:17:19.970,44.3193333,-110.5613333,6.25
"57 km SE of West Yellowstone, Montana",0.92,2015-09-04 09:14:04.320,44.3225,-110.5535,4.92
"57 km SE of West Yellowstone, Montana",0.81,2015-09-04 09:13:55.880,44.3223333,-110.5576667,5.42
"57 km SE of West Yellowstone, Montana",0.05,2015-09-04 09:13:40.070,44.3213333,-110.5546667,4.78
"58 km SE of West Yellowstone, Montana",0.7,2015-09-04 09:12:48.830,44.3216667,-110.5478333,4.73
"57 km SE of West Yellowstone, Montana",0.76,2015-09-04 09:12:35.720,44.32,-110.5631667,5.77
"57 km SE of West Yellowstone, Montana",0.58,2015-09-04 09:12:22.870,44.3195,-110.5605,6.01
Wyoming,0.54,2015-09-04 09:11:01.750,44.3193333,-110.5616667,6.38
"56 km SE of West Yellowstone, Montana",0.58,2015-09-04 09:07:30.350,44.3185,-110.5763333,7.21
"43 km E of Fort Bidwell, California",0.9,2015-09-04 09:05:16.061,41.8594,-119.6254,8.9
"64 km WNW of Ninilchik, Alaska",1.5,2015-09-04 09:04:42.957,60.2457,-152.7571,105.3
"5 km ESE of Freeport, Kansas",2.6,2015-09-04 09:00:02.430,37.1768,-97.7965,5.38
"44 km E of Adak, Alaska",1.6,2015-09-04 08:58:47.188,51.827,-175.9935,122.9
"57 km SE of West Yellowstone, Montana",1.27,2015-09-04 08:51:02.920,44.3201667,-110.5593333,5.84
"11 km N of Naches, Washington",0.79,2015-09-04 08:50:56.900,46.8321667,-120.6996667,8.49
"57 km SE of West Yellowstone, Montana",1.34,2015-09-04 08:44:58.590,44.3185,-110.5591667,6.83
"62 km N of Petersville, Alaska",1.3,2015-09-04 08:43:55.234,63.0543,-150.642,109.1
"57 km SE of West Yellowstone, Montana",0.79,2015-09-04 08:38:20.410,44.3163333,-110.5641667,6.19
"57 km SE of West Yellowstone, Montana",0.46,2015-09-04 08:27:05.400,44.31,-110.5666667,7.74
"58 km SE of West Yellowstone, Montana",0.6,2015-09-04 08:26:39.380,44.3108333,-110.5526667,7.67
"3km ESE of San Jacinto, CA",0.57,2015-09-04 08:26:02.450,33.7678333,-116.9278333,13.16
"113 km WNW of Yakutat, Alaska",0.8,2015-09-04 08:19:36.140,60.1189,-141.4068,17.0
"29 km NW of Port Clarence, Alaska",3.3,2015-09-04 08:13:43.466,65.436,-167.3156,10.0
"116 km WNW of Yakutat, Alaska",1.9,2015-09-04 08:12:34.009,60.1265,-141.4585,14.8
"50 km S of Denali National Park, Alaska",0.8,2015-09-04 08:09:03.216,63.0906,-151.5617,9.8
"42 km E of Fort Bidwell, California",1.3,2015-09-04 08:05:19.629,41.841,-119.6372,7.4
"149 km SSW of Singkil, Indonesia",4.5,2015-09-04 08:02:14.790,1.1092,97.1382,34.1
"57 km WNW of Ninilchik, Alaska",1.7,2015-09-04 08:01:15.823,60.2255,-152.6392,90.6
"12 km NW of Mina, Nevada",0.7,2015-09-04 07:58:51.568,38.4596,-118.2268,4.3
"116 km NW of Yakutat, Alaska",1.1,2015-09-04 07:57:59.041,60.1847,-141.3793,0.0
"70 km N of Yakutat, Alaska",1.1,2015-09-04 07:51:07.238,60.1839,-139.7316,16.5
"35 km NE of Susitna North, Alaska",1.0,2015-09-04 07:41:07.728,62.3744,-149.34,53.1
"102 km S of False Pass, Alaska",2.3,2015-09-04 07:36:29.277,53.9365,-163.2186,16.8
"43 km E of Fort Bidwell, California",3.3,2015-09-04 07:35:39.156,41.8463,-119.6317,8.7
"8 km S of Volcano, Hawaii",1.56,2015-09-04 07:27:08.440,19.3643333,-155.241,29.25
"19 km NNW of Karluk, Alaska",1.7,2015-09-04 07:26:30.044,57.7148,-154.6254,62.8
"12km W of Anza, CA",0.88,2015-09-04 07:06:35.740,33.5748333,-116.8008333,5.29
"14 km NE of Willow, Alaska",1.3,2015-09-04 06:53:52.215,61.8419,-149.8492,48.7
"16km ESE of Anza, CA",0.59,2015-09-04 06:45:04.410,33.5198333,-116.501,15.0
"3 km SSE of Des Moines, Washington",1.56,2015-09-04 06:44:57.400,47.3721667,-122.3086667,26.82
"87 km ESE of McKinley Park, Alaska",0.9,2015-09-04 06:40:44.967,63.5403,-147.206,23.1
"5 km NW of Dacoma, Oklahoma",2.6,2015-09-04 06:34:35.200,36.689,-98.616,6.001
"12km WNW of Anza, CA",0.8,2015-09-04 06:30:59.100,33.5768333,-116.7981667,5.68
"18 km ENE of Bass Lake, California",2.0,2015-09-04 06:18:01.260,37.4016667,-119.3865,31.75
"7 km WNW of Cobb, California",0.07,2015-09-04 06:13:27.260,38.840332,-122.8043365,1.686
"8 km WSW of Cobb, California",0.88,2015-09-04 06:09:12.800,38.8066673,-122.8160019,2.42
"7 km WSW of Cobb, California",1.18,2015-09-04 06:08:42.720,38.8071667,-122.812,2.283
"35 km SSE of Denali National Park, Alaska",1.6,2015-09-04 06:08:03.702,63.2593,-151.4121,5.2
"29 km NW of Charlotte Amalie, U.S. Virgin Islands",2.6,2015-09-04 06:01:01.600,18.558,-65.0938,18.0
"115 km NW of Yakutat, Alaska",1.0,2015-09-04 05:59:46.662,60.1639,-141.3827,0.0
"5 km SW of Bluff City, Kansas",2.1,2015-09-04 05:58:29.690,37.0475,-97.9231667,5.78
"37 km SSE of Manley Hot Springs, Alaska",0.9,2015-09-04 05:56:31.367,64.7165,-150.2154,14.5
"9 km W of Cobb, California",0.56,2015-09-04 05:55:42.610,38.8058319,-122.8323364,2.868
"25 km WSW of Petersville, Alaska",1.2,2015-09-04 05:52:42.337,62.4484,-151.2513,81.2
"29 km E of Honaunau-Napoopoo, Hawaii",1.46,2015-09-04 05:50:51.270,19.479,-155.5888333,-0.85
"31 km ENE of Mono City, California",1.67,2015-09-04 05:24:47.450,38.1786667,-118.836,2.39
"8 km WSW of Cobb, California",0.28,2015-09-04 05:16:04.850,38.787,-122.8075,3.064
"78 km NW of Yakutat, Alaska",0.9,2015-09-04 05:13:28.087,60.0137,-140.7709,10.3
"78 km ENE of Cruz Bay, U.S. Virgin Islands",2.8,2015-09-04 05:12:53.400,18.7096,-64.169,46.0
"14 km NNE of Sterling, Alaska",1.5,2015-09-04 05:12:42.357,60.6476,-150.6376,25.6
"43 km E of Fort Bidwell, California",2.9,2015-09-04 05:06:16.314,41.8911,-119.6321,8.8
"43 km E of Fort Bidwell, California",2.3,2015-09-04 05:05:55.965,41.8627,-119.625,9.8
"8 km WSW of Cobb, California",0.81,2015-09-04 04:56:04.800,38.795166,-122.8095016,3.006
"16 km SSE of O?uz, Azerbaijan",5.4,2015-09-04 04:49:38.520,40.9329,47.5328,13.96
"105 km S of Koshima, Japan",5.2,2015-09-04 04:49:22.440,29.2819,130.5968,17.99
"8 km S of Volcano, Hawaii",1.49,2015-09-04 04:37:30.120,19.3646667,-155.2416667,29.17
Nevada,1.9,2015-09-04 04:32:40.283,41.8978,-119.6174,8.1
"43 km E of Fort Bidwell, California",1.4,2015-09-04 04:31:21.633,41.8732,-119.6334,7.9
"8 km WSW of Aspen Springs, California",0.63,2015-09-04 04:26:23.960,37.5265,-118.8073333,9.545
"42 km ESE of Akutan, Alaska",1.8,2015-09-04 04:20:12.293,53.9271,-165.2364,68.3
"13 km WSW of Aspen Springs, California",0.66,2015-09-04 04:01:45.040,37.5255,-118.8648333,-2.234
"98 km S of Sand Point, Alaska",2.1,2015-09-04 03:57:49.562,54.4594,-160.7426,22.5
"66 km SW of Paracas, Peru",4.3,2015-09-04 03:51:21.680,-14.3092,-76.6866,23.07
"43 km E of Fort Bidwell, California",1.2,2015-09-04 03:50:10.062,41.8706,-119.6326,10.9
"27 km WNW of Valdez, Alaska",1.2,2015-09-04 03:46:05.270,61.2622,-146.7758,21.3
"9 km W of Aspen Springs, California",0.53,2015-09-04 03:38:22.610,37.5578333,-118.8248333,8.995
"25 km E of Honaunau-Napoopoo, Hawaii",1.19,2015-09-04 03:36:27.340,19.4295,-155.6208333,-0.294
"17 km SSE of Tres Pinos, California",1.16,2015-09-04 03:26:41.690,36.6361667,-121.2623333,9.971
"85 km SW of Atka, Alaska",3.0,2015-09-04 03:25:09.840,51.673,-175.119,31.5
"63 km S of Cantwell, Alaska",1.0,2015-09-04 03:22:42.682,62.82,-148.9232,14.2
"8 km S of Volcano, Hawaii",2.01,2015-09-04 03:11:35.770,19.363,-155.2423333,28.95
"115 km NW of Yakutat, Alaska",0.8,2015-09-04 03:10:07.759,60.1647,-141.3836,0.0
"43 km E of Fort Bidwell, California",1.1,2015-09-04 03:09:18.767,41.8897,-119.6333,9.3
"12km NNE of Yucaipa, CA",1.47,2015-09-04 02:59:24.320,34.1311667,-117.001,6.85
"44 km E of Fort Bidwell, California",1.4,2015-09-04 02:55:19.080,41.8834,-119.618,9.4
"7 km WNW of Cobb, California",0.43,2015-09-04 02:54:11.250,38.8361664,-122.8066635,1.902
"5 km NW of Parkfield, California",0.77,2015-09-04 02:54:03.920,35.928,-120.4803333,3.711
"7 km WNW of Cobb, California",0.45,2015-09-04 02:53:26.490,38.8361664,-122.8063354,1.774
"7 km WNW of Cobb, California",1.98,2015-09-04 02:52:56.250,38.8355,-122.8071667,2.049
"197 km S of Adak, Alaska",2.1,2015-09-04 02:48:35.398,50.0965,-176.7052,25.7
"16 km SE of Hatch, Utah",1.81,2015-09-04 02:46:06.630,37.5391667,-112.3115,5.18
"4 km SW of Cobb, California",0.42,2015-09-04 02:43:15.320,38.7958336,-122.7689972,3.212
"64 km ESE of McKinley Park, Alaska",1.2,2015-09-04 02:41:10.135,63.583,-147.654,19.0
"10km NNW of Anza, CA",0.64,2015-09-04 02:40:11.890,33.6401667,-116.7166667,16.86
"44 km WSW of Skwentna, Alaska",1.7,2015-09-04 02:33:00.439,61.7797,-152.1224,120.8
"45 km WNW of Beatty, Nevada",0.3,2015-09-04 02:23:15.231,37.1294,-117.1916,16.6
"8 km W of Cobb, California",1.33,2015-09-04 02:21:55.230,38.816,-122.8155,2.449
"7 km NNE of Anthony, Kansas",1.58,2015-09-04 02:21:10.870,37.2108333,-97.9833333,3.65
"12 km SSW of Trapper Creek, Alaska",1.6,2015-09-04 02:18:38.350,62.2244,-150.3632,61.3
"10 km SSW of Lake Nacimiento, California",0.92,2015-09-04 02:15:55.550,35.6411667,-120.9345,6.283
"176 km SSW of Akhiok, Alaska",2.6,2015-09-04 02:15:30.265,55.4594,-155.1746,45.0
"8 km W of Cobb, California",0.39,2015-09-04 02:12:52.840,38.8161667,-122.8171667,2.789
"48 km SSE of Denali National Park, Alaska",1.3,2015-09-04 02:11:32.389,63.1167,-151.4983,8.7
"15 km N of Nespelem Community, Washington",1.99,2015-09-04 02:05:16.320,48.3068333,-119.0101667,0.38
"8 km W of Cobb, California",0.55,2015-09-04 02:04:20.400,38.8100014,-122.8184967,2.833
"9 km WNW of Cobb, California",0.18,2015-09-04 02:03:13.980,38.8426666,-122.8314972,2.084
"89 km NW of Yakutat, Alaska",1.4,2015-09-04 02:01:07.254,60.0998,-140.8832,8.6
"73 km WSW of Puerto Madero, Mexico",4.1,2015-09-04 01:58:16.890,14.4456,-93.0372,23.11
"6 km ESE of Victor, Idaho",0.52,2015-09-04 01:53:00.180,43.5765,-111.0381667,6.48
"77 km SW of Puerto Madero, Mexico",4.2,2015-09-04 01:52:26.340,14.2762,-92.9753,42.09
"23 km S of Glacier View, Alaska",2.0,2015-09-04 01:49:16.393,61.6009,-147.637,25.2
"41 km SE of Denali National Park, Alaska",0.8,2015-09-04 01:43:26.790,63.3067,-151.0845,16.9
"28 km SSE of Puente Alto, Chile",4.3,2015-09-04 01:42:18.000,-33.829,-70.412,106.3
"6 km ESE of Victor, Idaho",0.72,2015-09-04 01:37:12.190,43.5743333,-111.0401667,6.39
"6 km W of Cobb, California",0.63,2015-09-04 01:36:38.190,38.8238335,-122.8030014,2.38
"16 km NE of Alton, Utah",1.43,2015-09-04 01:26:53.190,37.5241667,-112.3263333,5.84
"16 km SE of Hatch, Utah",2.81,2015-09-04 01:20:04.040,37.537,-112.3116667,7.43
"7 km W of Cobb, California",0.43,2015-09-04 01:16:06.670,38.8224983,-122.8058319,1.922
"9 km WNW of Knik-Fairview, Alaska",1.8,2015-09-04 01:15:48.328,61.546,-149.7684,34.7
"2 km ESE of Selah, Washington",1.54,2015-09-04 00:49:30.070,46.6473333,-120.5005,-0.66
"9km WNW of Anza, CA",0.41,2015-09-04 00:47:33.600,33.5878333,-116.7578333,12.65
"12 km S of Trapper Creek, Alaska",1.5,2015-09-04 00:45:27.489,62.2077,-150.2212,10.4
"8 km W of Cobb, California",0.56,2015-09-04 00:43:25.210,38.8098335,-122.8206635,2.677
"18 km NE of Shingletown, California",0.85,2015-09-04 00:23:07.710,40.6078333,-121.732,5.419
"19 km W of Volcano, Hawaii",1.15,2015-09-04 00:18:30.170,19.4765,-155.4126667,1.5
"43 km E of Fort Bidwell, California",2.2,2015-09-04 00:15:29.898,41.8671,-119.6285,9.2
"65 km NW of Pante Makasar, Timor Leste",4.2,2015-09-04 00:12:52.540,-8.7697,123.9799,102.04
"8 km W of Cobb, California",1.98,2015-09-04 00:07:47.710,38.8105,-122.8183333,2.87
"8 km WNW of Cobb, California",0.46,2015-09-04 00:02:50.790,38.8628349,-122.80867,1.435
"37 km SSE of Glacier View, Alaska",1.4,2015-09-04 00:02:13.416,61.5019,-147.3485,25.9
"57 km ESE of Denali National Park, Alaska",1.5,2015-09-04 00:02:10.303,63.2605,-150.7693,130.0
"21 km NE of Soledad, California",1.38,2015-09-03 23:53:06.070,36.5876667,-121.188,1.993
"44 km E of Fort Bidwell, California",1.5,2015-09-03 23:51:33.882,41.869,-119.6122,4.4
"23 km S of Morton, Washington",0.76,2015-09-03 23:38:46.090,46.3485,-122.2536667,10.42
"26 km E of Honaunau-Napoopoo, Hawaii",1.41,2015-09-03 23:36:55.150,19.4208333,-155.6133333,-1.384
"41 km E of Denali National Park, Alaska",1.9,2015-09-03 23:29:04.827,63.5124,-150.8912,6.9
"2km ENE of Carson, CA",2.02,2015-09-03 23:23:29.500,33.8351667,-118.2608333,14.89
"134 km E of Atka, Alaska",2.6,2015-09-03 23:23:04.000,52.0753,-172.252,65.4
"3 km WSW of Orinda, California",1.32,2015-09-03 23:10:41.980,37.8678333,-122.2141667,6.224
"39 km SW of Dry Creek, Alaska",2.2,2015-09-03 22:59:30.691,63.3703,-145.1376,5.5
"94 km E of Miyako, Japan",4.1,2015-09-03 22:43:31.430,39.6131,143.038,9.58
"23 km WNW of Susitna, Alaska",1.4,2015-09-03 22:41:27.426,61.5881,-150.9542,71.0
"22km ESE of Anza, CA",1.39,2015-09-03 22:36:58.320,33.4845,-116.4578333,10.98
"6km SSW of Mojave, CA",1.32,2015-09-03 22:30:05.070,34.999,-118.195,-0.92
"22 km S of Morton, Washington",2.99,2015-09-03 22:29:21.660,46.3561667,-122.2631667,10.42
"12km WNW of Anza, CA",0.74,2015-09-03 22:26:25.800,33.5761667,-116.7998333,5.25
south of the Fiji Islands,4.6,2015-09-03 22:23:34.810,-23.948,179.1165,557.06
"110 km E of Miyako, Japan",4.9,2015-09-03 22:19:33.850,39.5909,143.224,23.7
"37 km NNE of Amboy, Washington",0.39,2015-09-03 22:13:06.660,46.1955,-122.1946667,1.738
"5km NNE of Moreno Valley, CA",1.08,2015-09-03 22:12:05.440,33.9693333,-117.2121667,13.38
"35 km ESE of Pedro Bay, Alaska",2.5,2015-09-03 22:05:42.002,59.7246,-153.4851,120.0
"52 km NW of Beatty, Nevada",0.6,2015-09-03 22:01:01.885,37.1739,-117.2451,10.0
"43 km E of Fort Bidwell, California",2.3,2015-09-03 22:00:07.314,41.881,-119.6279,7.8
"127 km S of McCarthy, Alaska",0.5,2015-09-03 21:53:43.463,60.2975,-143.1222,9.0
"254 km SSE of ‘Ohonua, Tonga",4.6,2015-09-03 21:50:17.660,-23.5305,-174.2182,35.0
"41 km S of Tanana, Alaska",1.3,2015-09-03 21:49:45.335,64.802,-152.0879,7.3
"4km NNW of Lake Henshaw, CA",1.28,2015-09-03 21:46:05.760,33.2731667,-116.784,9.48
"88 km SW of Nikolski, Alaska",1.8,2015-09-03 21:45:41.452,52.3737,-169.7718,10.5
"43 km E of Fort Bidwell, California",2.3,2015-09-03 21:37:42.746,41.8904,-119.6323,8.4
"23 km SSE of Glacier View, Alaska",2.8,2015-09-03 21:36:34.239,61.6075,-147.4965,19.8
"22 km SSW of Yonakuni, Japan",4.5,2015-09-03 21:33:46.300,24.2923,122.8832,74.92
"90 km SSE of Nikolski, Alaska",2.7,2015-09-03 21:30:41.000,52.2446,-168.1734,15.2
"5 km WNW of Mount Hood Village, Oregon",1.51,2015-09-03 21:29:20.800,45.3688333,-122.0423333,-1.38
"4 km S of Princeton, Canada",1.52,2015-09-03 21:14:04.940,49.4158333,-120.506,-0.53
"5 km SSW of Bingham Canyon, Utah",1.41,2015-09-03 21:12:38.250,40.5173333,-112.1578333,-2.0
"Bonin Islands, Japan region",4.5,2015-09-03 21:12:14.320,27.2133,143.5733,29.0
